"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"4614";"Un espacio público mejor para quien vive (en) la calle";"<p>Nuestras calles,  plazas y parques son lugares donde pasamos una parte importante de nuestra vida. Son esos espacios donde nos podemos encontrar con los demás y donde podemos aprender a vivir en colectivo.</p>

<p>Las aceras y los espacios verdes de nuestra ciudad pueden ser también los lugares donde vivir nuestra intimidad y donde construir experiencias domésticas; una suerte de gran hogar donde protegernos entre nosotros.</p>

<p>Por estas razones, proponemos poner en común experiencias, ideas y propuestas alrededor de qué podemos hacer para que nuestra ciudad se haga cada vez más amable, inclusiva y capaz de cuidarnos a la vez que nosotros cuidamos de ella.</p>
";"17/05/2016 14";"59";"47";"12";"59";"3390019926";"2788"
"4615";"Carril bici en las calles Francisco Silvela y Joaquín Costa";"<p>El carril bici en las calles de Francisco Silvela (altura de Avda. América) y Joaquín Costa está situado en el carril de la izquierda, carriles como este son un peligro para los ciclistas que en muchas ocasiones no solo nos vemos acosados por los conductores de vehiculos a motor sino que somos adelantados por la derecha sin respetar la distancia de seguridad. ¿No se podría cambiar este carril bici y los que tengan el mismo problema al carril de la derecha junto al carril bus?</p>
";"17/05/2016 15";"73";"57";"16";"10";"3389220212";"3201"
"4616";"Presupuestos participativos CHAMARTIN";"<p>Por qué Chamartín no tiene ni una sola buena propuesta en sus presupuestos participativos. Además justo ahora que estamos con el tema Operación Chamartín- Madrid Puerta Norte tan candente. Es una pena ver como otros distritos tienen cantidad de porpuestas de todos los ámbitos y el mio, como prima la gente mayor que no usa esta web, solamente hay ""chorradas""  o propuestas que van contra el barrio, las menos he de decirlo. He revisado varias veces todas las propuestas que hay para poder participar y no encuentro nada aceptable. Es triste que por la gente que vive aquí no tengamos propuestas normales, aunque visto el caso que este Ayuntamiento y AhoraMadrid ha hecho a muchos de sus votantes y ciudadanos con la chapuza presentada para la prolongación de la Castellana, la estación de Chamartín y la remodelación del nudo norte, me empieza a no extrañar.</p>
";"18/05/2016 16";"32";"19";"13";"4";"3392053062";"356"
"4617";"Comunicar todos los distritos con Cibeles mediante EMT 24horas";"<p>Mi propuesta se basa en cambiar los ""autobuses nocturnos"" por ""líneas 24 horas"", es decir que se mantenga el servicio todo el día, ya que hay muchas zonas de madrid que no estan comunicadas con la zona centro (Cibeles/Alcalá/Sol) mediante EMT. </p>

<p> </p>
";"19/05/2016 09";"69";"55";"14";"5";"3406980355";"3268"
"4618";"Rehabilitacion Comunidades de Propietarios -I HAVE A DREAM";"<p>Me guataria compartir con todos vosotros este debate que si veo tienen aceptación la pasaria a propuesta, pero necesito sentir vuestro parecer a la misma. Soy Administrador de fincas colegiado y sé lo que padecen las comunidades de propietarios cuendo tienen que pedir, y , sobre todo, recibir  una subvención publicada a bombo y platillo por nuestros politicos. Hablo desde la experiencia.</p>

<p>Antes de nada quiero informar que los planes estatales de vivienda nacen del gobierno central y luego pasan a las comunidades autónomas y ayuntamientos. Por ello, enfoco el tema en el plan estatal, pero es válida la propuesta para todos los fondos públicos que se doten tanto de Unión Europea, Estado central,  ministerios, IDAE, Comunidades autónomas y aytuntamientos, diputaciones etc.</p>

<p>Es el momento adecuado pues hay elecciones y los partidos políticos, independiente del que salga elegido, tienen que tener en cuenta lo que os comparto.  Internet hace posible ser activo llegando  a sitios que ni pensamos, por ello, en la idea de hacer las cosas mejor  personas anónimas como yo, podemos aportar ideas. Una interesante relacionada con las Comunidades de Propietarios y la Rehabilitación. No lo dejes pasar, vamos a conseguirlo.</p>

<p>Lo he titulado. I HAVE A DREAM , copiando a Martin Luther King, pues durante estos cuatro años que llevo con el asunto lo he soñado muchas veces.</p>

<p>El fin es el beneficio a la sociedad, que la mayoria viven en Comunidades de Propietarios.</p>

<p>El cambiar la forma de hacer, el mejorar en lo que sabemos que no funciona cómo debiera, el que el Estado Español tomé las riendas y haga que el dinero que dota, no se gaste, no se pierda.</p>

<p>Estamos ante un cambio de paradigma necesario, estamos a puertas del nuevo Plan Estatal de vivienda 2017, debemos unir todo lo que sabemos que para hacer un modelo nuevo que llegue a todos y no sólo a parte.</p>

<p> </p>

<p>Mi mujer, Margarita, dice que no sirve para nada lo que escribo. Lo dice ella, que mira que le di la brasa hasta que se convirtió en mi compañera, jajaja,  pero no busco el conseguirlo, no está en mi mano, sí está el proponer ideas, que se debata y sobre todo aportar a mi País con mi experiencia en este asunto</p>

<p> </p>

<p>Creo que estos puntos, que se pueden desarrollar (me los sé al dedillo y lo defendería ante cualquier público), son los necesarios para hacer el cambio del paradigma.</p>

<p> </p>

<p>A tener en cuenta, para Comunidades de Propietarios:</p>

<p> </p>

<p>1.            Generación fondo de liquidez (hucha) con dotaciones anuales de</p>

<p>fondos europeos y estatales, autonómicos y municipales. El dinero público no se gasta se presta y se devuelve.</p>

<p> </p>

<p>2.            No subvenciones a fondo perdido. Dotar de liquidez por préstamos a las Comunidades de Propietarios.</p>

<p> </p>

<p>3.            Participación activa y directa del Instituto de Crédito Oficial.</p>

<p> </p>

<p>4.            Tipo de interés cero o Euribor.</p>

<p> </p>

<p>5.            Plazo amortización de 5 a 10 años.</p>

<p> </p>

<p>6.            Sin gastos de estudio, apertura etc</p>

<p> </p>

<p>7.            Estudio y reducción del IVA actual.</p>

<p> </p>

<p>8.            Convenios de colaboración con Consejo General de Administradores de Fincas y colegios territoriales, que se encarguen de gestionar las devoluciones de los préstamos a las comunidades de propietarios.</p>

<p> </p>

<p>9.            Desgravación del gasto realizado en la declaración de la renta.</p>

<p> </p>

<p>10.          Obligación de realizar el Informe de Evaluación del Edificio  IEE.</p>

<p> </p>

<p>11.          Habilitar una declaración informativa en la agencia tributaria concreta para las Comunidades de propietarios que se refleje, anualmente los gastos de rehabilitación y las operaciones de IVA por operaciones distintas de la rehabilitación, desde el primer euro, no superior a 3.000.</p>

<p> </p>

<p>12.          Bonificación y ajuste del IBI, que se solicite por la Comunidad y se aplique a cada finca registral, dependiendo del informe del Evaluación del Edificio.</p>

<p> </p>

<p>Hay que involucrar a Ministerio de Hacienda, de Fomento y el ICO. Debe ser algo conjunto en que un ministerio dote las cantidades, otro tenga información de las operaciones que se realizan para evitar el fraude y el ICO para dejarse de trabajar con los bancos privados y, en el caso de las Comunidades, no tener que recurrir a la entidad privada que genera un coste, el dinero es público no privado.</p>

<p> </p>

<p>Si podemos unir estos puntos y estudiarlos entre todos, podremos empezar a rehabilitar.</p>

<p> </p>

<p> </p>

<p>PLAN DE VIVIENDA ESTATAL 2017 ..... I HAVE A DREAM</p>

<p> </p>

<p> </p>
";"19/05/2016 14";"39";"30";"9";"4";"3406357528";"1615"
"4619";"TRANSPARENCIA PRESUPUESTOS PARTICIPATIVOS";"<p>¿POR QUÉ ME SALEN DEBATES EXISTENTES Y ME DEJA EDITAR Y LUEGO NO LO PUBLICAN?</p>

<p>¿POR QUÉ NO SE PUEDEN VER AHORA LAS PROPUESTAS MÁS VALORADAS DE LOS PRESUPUESTOS PARTICIPATIVOS?</p>

<p>¿POR QUÉ NO SE PUEDEN VER LOS VOTOS QUE LLEVA AHORA CADA PROPUESTA?</p>

<p>¿QUÉ CRITERIOS HAN SEGUIDO PARA INCLUIR UNAS PROPUESTAS SÍ Y OTRAS NO?</p>

<p>Gracias</p>
";"19/05/2016 20";"49";"46";"3";"5";"3414027877";"4036"
"4620";"Aparcacoches en restaurantes de lujo";"<p>buenas noches,</p>

<p>como el gobierno actual de Madrid se propone trabajar por y para los ciudadanos ... Quería traer un tema a vuestros debates. </p>

<p>Hay algunas calles de Madrid donde la actividad de los restaurantes de lujo en las mismas hace IMPOSIBLE aparcar a los residentes en un sitio a la hora de comer y cenar. Porque hay unos señores peinando los sitios que se quedan libres y por supuesto gestionándolo con coches en doble fila. </p>

<p> </p>

<p>Este problema es particularmente grave en la calle comandante zorita, donde confluyen 3/4 de estos restaurantes en su cruce con general Perón. </p>

<p>Tanto es así, que la mayoría de las veces cuando vamos a ver a mis suegros, que viven en esta calle, acabamos aparcando en doble fila 3 minutos y solo subiendo a darles un beso. Mientras los clientes de esos restaurantes de la calle pueden estar sentados en su mesa y un señor cuida de su coche mientras DELINQUE dejándolo en doble fila sin ninguna sanción. Creedme, en más de diez años, JAMÁS he visto un policía multar a un coche en doble fila de estos restaurantes. </p>

<p>Es esto justo? Es más importante que los clientes de los restaurantes aparquen que un servicio público decente como es el aparcamiento en la calle? </p>
";"21/05/2016 22";"106";"89";"17";"8";"3435266728";"6045"
"4622";"Proyecto ""Madrid, Zona Norte""";"<p>El próximo día 1 de junio a las 19 horas, en la Junta Municipal de Fuencarral - El Pardo celebramos sesión extraordinaria para informar sobre el proyecto ""Madrid, Puerta Norte"", la propuesta del gobierno municipal para la transformación de la zona norte de la ciudad. Una vez concluída dicha sesión, habrá un turno de intervenciones para el público, de acuerdo con la Instrucción del 1 de abril de 2016 sobre intervenciones de entidades y vecinos. </p>

<p>Mientras tanto, abrimos este hilo de debate para que nos dejes tus comentarios.</p>

<p>Este es el DOSSIER DEL PROYECTO ""MADRID, PUERTA NORTE"": http://ow.ly/d/4Oy1</p>

<p>Os animamos a participar!!</p>

<p> </p>
";"24/05/2016 12";"134";"55";"79";"323";"3454903533";"-985"
"4623";"Corte de la calle López de Hoyos por Fiestas";"<p>Cuál es la razón para cortar durante 10 días la calle López de Hoyos por las fiestas, si nunca se ha hecho y dejar sin parada de bus a muchos vecinos ?</p>
";"25/05/2016 16";"44";"27";"17";"5";"3463515603";"613"
"4624";"Túnel de Sor Ángela de la Cruz";"<p>Desde hace ya más de un año (noviembre 2014) se hicieron obras en eltúnel que une Sor Ángela de la Cruz con Valle de Mena. Con anterioridad la velocidad máxima era de 50Km/h. Después de las obras aparece el luminoso ""pavimento deslizante"" y el límite de velocidad a 30 Km/h.</p>

<p>¿Alguien lo entiende o puede dar razón? Es prácticamente imposible ir a esa velocidad a lo largo de 1620 m.</p>

<p>¿Qué dicen las juntas de distrito sobre esto?</p>
";"25/05/2016 22";"54";"48";"6";"2";"3473671001";"3733"
"4626";"Que nadie se haga el moderado con mi dinero";"<p>El Ayuntamiento de Madrid debe romper los contratos-estafa. Hacerlo es una obligación, no una opción. Encontrar soporte legal es cuestión de voluntad política. Es nuestro dinero el que se está malversando, y votamos a Ahora Madrid para defendernos hasta el final.</p>
";"27/05/2016 10";"120";"108";"12";"1";"3492233550";"8640"
"4627";"Memoria Histórica - a dónde quieren llegar.";"<p>Realmente, la memoria histórica afecta a esta eterna historia de los dos bandos. Habrá y las hay, personas que no quieren que el nombre de Pablo Iglesias corone una Avenida. Pero sinceramente, el gasto que va a conllevar y además ya per se el desastre logístico que supone (mapas, GPS, calles, direcciones postales) el cambio de calles por una absurdez de nuestra ya cansina historia política bipolar, ¿merece tanto la pena? ¿se siente ofendido si aparca en la calle Caídos de la División Azul o Avenida Pablo Iglesias? </p>

<p> </p>

<p>Tantos presupuestos por aprobar con la ciudadanía, tantas cosas que hacer, y mientras proseguimos hablando de chorradas que sólo conllevan un malgasto de dinero, tiempo y una inversión en el odio que se intenta eliminar y que no eliminamos tras 80 años.</p>

<p> </p>
";"27/05/2016 17";"131";"75";"56";"20";"3485261310";"1087"
